"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1","1439766_x_at",-10.3188278261667,-3.80444782591667,-10.524937716961,1.25595020836018e-07,0.00188815367824175,-0.129460544091138,"Vegfc","vascular endothelial growth factor C"
"2","1443908_at",10.7189364661667,-4.06448919325,10.7753880326251,9.5874390575235e-08,0.00188815367824175,-0.0955645709892918,"Gm19696","predicted gene, 19696"
"3","1455424_at",-10.2408929323333,-4.222028152,-10.8029508437954,9.30964004476047e-08,0.00188815367824175,-0.0919488170091149,"Wnk2","WNK lysine deficient protein kinase 2"
